CPE,CVE,CVSS,Summary,References
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2015-0253,5.0,"The read_request_line function in server/protocol.c in the Apache HTTP Server 2.4.12 does not initialize the protocol structure member, which allows remote attackers to cause a denial of service (NULL pointer dereference and process crash) by sending a request that lacks a method to an installation that enables the INCLUDES filter and has an ErrorDocument 400 directive specifying a local URI.","['http://httpd.apache.org/security/vulnerabilities_24.html', 'http://www.apache.org/dist/httpd/CHANGES_2.4', 'https://bz.apache.org/bugzilla/show_bug.cgi?id=57531', 'https://github.com/apache/httpd/commit/6a974059190b8a0c7e499f4ab12fe108127099cb', 'http://lists.apple.com/archives/security-announce/2015/Aug/msg00001.html', 'https://support.apple.com/kb/HT205031', 'http://lists.apple.com/archives/security-announce/2015/Sep/msg00004.html', 'https://support.apple.com/HT205219', 'http://www.oracle.com/technetwork/topics/security/linuxbulletinjan2016-2867209.html', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.securityfocus.com/bid/75964', 'http://www.securitytracker.com/id/1032967', 'http://rhn.redhat.com/errata/RHSA-2015-1666.html', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://github.com/apache/httpd/commit/be0f5335e3e73eb63253b050fdc23f252f5c8ae3', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r83109088737656fa6307bd99ab40f8ff0269ae58d3f7272d7048494a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r9f93cf6dde308d42a9c807784e8102600d0397f5f834890708bf6920@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/ra7f6aeb28661fbf826969526585f16856abc4615877875f9d3b35ef4@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2015-0228,5.0,The lua_websocket_read function in lua_request.c in the mod_lua module in the Apache HTTP Server through 2.4.12 allows remote attackers to cause a denial of service (child-process crash) by sending a crafted WebSocket Ping frame after a Lua script has called the wsupgrade function.,"['https://github.com/apache/httpd/commit/643f0fcf3b8ab09a68f0ecd2aa37aafeda3e63ef', 'http://svn.apache.org/repos/asf/httpd/httpd/branches/2.4.x/CHANGES', 'http://www.ubuntu.com/usn/USN-2523-1', 'http://lists.opensuse.org/opensuse-updates/2015-03/msg00006.html', 'http://advisories.mageia.org/MGASA-2015-0099.html', 'http://lists.apple.com/archives/security-announce/2015/Aug/msg00001.html', 'https://support.apple.com/kb/HT205031', 'http://lists.apple.com/archives/security-announce/2015/Sep/msg00004.html', 'https://support.apple.com/HT205219', 'http://www.oracle.com/technetwork/security-advisory/cpujul2016-2881720.html', 'http://www.securityfocus.com/bid/91787', 'http://www.oracle.com/technetwork/topics/security/linuxbulletinjan2016-2867209.html', 'http://www.securityfocus.com/bid/73041', 'http://www.securitytracker.com/id/1032967', 'http://rhn.redhat.com/errata/RHSA-2015-1666.html', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://github.com/apache/httpd/commit/78eb3b9235515652ed141353d98c239237030410', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2015-3183,5.0,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.","['http://httpd.apache.org/security/vulnerabilities_24.html', 'http://www.apache.org/dist/httpd/CHANGES_2.4', 'https://github.com/apache/httpd/commit/e427c41257957b57036d5a549b260b6185d1dd73', 'http://lists.apple.com/archives/security-announce/2015/Aug/msg00001.html', 'https://support.apple.com/kb/HT205031', 'http://www.ubuntu.com/usn/USN-2686-1', 'http://lists.apple.com/archives/security-announce/2015/Sep/msg00004.html', 'https://support.apple.com/HT205219', 'http://www.oracle.com/technetwork/topics/security/cpuoct2015-2367953.html', 'http://www.oracle.com/technetwork/topics/security/cpujan2016-2367955.html', 'http://www.oracle.com/technetwork/security-advisory/cpujul2016-2881720.html', 'http://www.securityfocus.com/bid/91787', 'http://marc.info/?l=bugtraq&m=144493176821532&w=2', 'http://www.oracle.com/technetwork/topics/security/bulletinoct2015-2511968.html', 'http://www.securityfocus.com/bid/75963', 'http://kb.juniper.net/InfoCenter/index?page=content&id=JSA10735', 'http://rhn.redhat.com/errata/RHSA-2016-0062.html', 'http://rhn.redhat.com/errata/RHSA-2016-0061.html', 'https://h20564.www2.hpe.com/portal/site/hpsc/public/kb/docDisplay?docId=emr_na-c04926789', 'https://access.redhat.com/errata/RHSA-2015:2660', 'http://rhn.redhat.com/errata/RHSA-2015-2661.html', 'https://access.redhat.com/errata/RHSA-2015:2659', 'https://h20564.www2.hpe.com/portal/site/hpsc/public/kb/docDisplay?docId=emr_na-c04832246', 'http://lists.opensuse.org/opensuse-updates/2015-10/msg00011.html', 'http://www.debian.org/security/2015/dsa-3325', 'http://rhn.redhat.com/errata/RHSA-2015-1668.html', 'http://rhn.redhat.com/errata/RHSA-2015-1667.html', 'https://security.gentoo.org/glsa/201610-02', 'http://www.securitytracker.com/id/1032967', 'https://puppet.com/security/cve/CVE-2015-3183', 'http://rhn.redhat.com/errata/RHSA-2016-2056.html', 'http://rhn.redhat.com/errata/RHSA-2016-2055.html', 'http://rhn.redhat.com/errata/RHSA-2016-2054.html', 'http://rhn.redhat.com/errata/RHSA-2015-1666.html', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/8d63cb8e9100f28a99429b4328e4e7cebce861d5772ac9863ba2ae6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/f7f95ac1cd9895db2714fa3ebaa0b94d0c6df360f742a40951384a53@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r57608dc51b79102f3952ae06f54d5277b649c86d6533dcd6a7d201f7@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rfbaf647d52c1cb843e726a0933f156366a806cead84fbd430951591b@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://github.com/apache/httpd/commit/a6027e56924bb6227c1fdbf6f91e7e2438338be6', 'https://lists.apache.org/thread.html/ra7f6aeb28661fbf826969526585f16856abc4615877875f9d3b35ef4@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r9ea3538f229874c80a10af473856a81fbf5f694cd7f471cc679ba70b@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2016-0736,5.0,"In Apache HTTP Server versions 2.4.0 to 2.4.23, mod_session_crypto was encrypting its data/cookie using the configured ciphers with possibly either CBC or ECB modes of operation (AES256-CBC by default), hence no selectable or builtin authenticated encryption. This made it vulnerable to padding oracle attacks, particularly with CBC.","['https://httpd.apache.org/security/vulnerabilities_24.html#CVE-2016-0736', 'https://security.gentoo.org/glsa/201701-36', 'https://h20566.www2.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03725en_us', 'http://www.securitytracker.com/id/1037508', 'http://www.securityfocus.com/bid/95078', 'https://www.exploit-db.com/exploits/40961/', 'https://www.tenable.com/security/tns-2017-04', 'http://www.debian.org/security/2017/dsa-3796', 'https://support.apple.com/HT208221', 'https://access.redhat.com/errata/RHSA-2017:1414', 'https://access.redhat.com/errata/RHSA-2017:1413', 'https://access.redhat.com/errata/RHSA-2017:1161', 'https://access.redhat.com/errata/RHSA-2017:0906', 'http://rhn.redhat.com/errata/RHSA-2017-1415.html', 'https://security.netapp.com/advisory/ntap-20180423-0001/', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r04e89e873d54116a0635ef2f7061c15acc5ed27ef7500997beb65d6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re1e3a24664d35bcd0a0e793e0b5fc6ca6c107f99a1b2c545c5d4b467@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r9f93cf6dde308d42a9c807784e8102600d0397f5f834890708bf6920@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2019-0220,5.0,"A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing will implicitly collapse them.","['https://www.debian.org/security/2019/dsa-4422', 'https://usn.ubuntu.com/3937-1/', 'https://support.f5.com/csp/article/K44591505', 'https://seclists.org/bugtraq/2019/Apr/5', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WETXNQWNQLWHV6XNW6YTO5UGDTIWAQGT/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EZRMTEIGZKYFNGIDOTXN3GNEJTLVCYU7/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ALIR5S3O7NRHEGFMIDMUSYQIZOE4TJJN/', 'https://lists.debian.org/debian-lts-announce/2019/04/msg00008.html', 'https://httpd.apache.org/security/vulnerabilities_24.html', 'http://www.securityfocus.com/bid/107670', 'http://www.openwall.com/lists/oss-security/2019/04/02/6', 'http://lists.opensuse.org/opensuse-security-announce/2019-04/msg00084.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-04/msg00061.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-04/msg00051.html', 'https://security.netapp.com/advisory/ntap-20190625-0007/', 'https://www.oracle.com/technetwork/security-advisory/cpujul2019-5072835.html', 'https://access.redhat.com/errata/RHSA-2019:2343', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://support.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03950en_us', 'https://www.oracle.com/technetwork/security-advisory/cpuoct2019-5072832.html', 'https://access.redhat.com/errata/RHSA-2019:3436', 'https://access.redhat.com/errata/RHSA-2019:4126', 'https://access.redhat.com/errata/RHSA-2020:0250', 'https://access.redhat.com/errata/RHSA-2020:0251', 'https://lists.apache.org/thread.html/r31f46d1f16ffcafa68058596b21f6eaf6d352290e522690a1cdccdd7@%3Cbugs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://www.oracle.com/security-alerts/cpuapr2020.html', 'https://www.oracle.com/security-alerts/cpujul2020.html', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2017-15710,5.0,"In Apache httpd 2.0.23 to 2.0.65, 2.2.0 to 2.2.34, and 2.4.0 to 2.4.29, mod_authnz_ldap, if configured with AuthLDAPCharsetConfig, uses the Accept-Language header value to lookup the right charset encoding when verifying the user's credentials. If the header value is not present in the charset conversion table, a fallback mechanism is used to truncate it to a two characters value to allow a quick retry (for example, 'en-US' is truncated to 'en'). A header value of less than two characters forces an out of bound write of one NUL byte to a memory location that is not part of the string. In the worst case, quite unlikely, the process would crash which could be used as a Denial of Service attack. In the more likely case, this memory is already reserved for future use and the issue has no effect at all.","['https://httpd.apache.org/security/vulnerabilities_24.html', 'http://www.openwall.com/lists/oss-security/2018/03/24/8', 'http://www.securitytracker.com/id/1040569', 'http://www.securityfocus.com/bid/103512', 'https://www.debian.org/security/2018/dsa-4164', 'https://usn.ubuntu.com/3627-1/', 'https://usn.ubuntu.com/3627-2/', 'https://lists.debian.org/debian-lts-announce/2018/05/msg00020.html', 'https://security.netapp.com/advisory/ntap-20180601-0004/', 'https://access.redhat.com/errata/RHSA-2018:3558', 'https://support.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03909en_us', 'https://access.redhat.com/errata/RHSA-2019:0367', 'https://access.redhat.com/errata/RHSA-2019:0366', 'https://usn.ubuntu.com/3937-2/', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://www.tenable.com/security/tns-2019-09', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r06f0d87ebb6d59ed8379633f36f72f5b1f79cadfda72ede0830b42cf@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r04e89e873d54116a0635ef2f7061c15acc5ed27ef7500997beb65d6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re1e3a24664d35bcd0a0e793e0b5fc6ca6c107f99a1b2c545c5d4b467@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r9f93cf6dde308d42a9c807784e8102600d0397f5f834890708bf6920@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r6521a7f62276340eabdb3339b2aa9a38c5f59d978497a1f794af53be@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2016-2161,5.0,"In Apache HTTP Server versions 2.4.0 to 2.4.23, malicious input to mod_auth_digest can cause the server to crash, and each instance continues to crash even for subsequently valid requests.","['https://httpd.apache.org/security/vulnerabilities_24.html#CVE-2016-2161', 'https://security.gentoo.org/glsa/201701-36', 'https://h20566.www2.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03725en_us', 'http://www.securitytracker.com/id/1037508', 'http://www.securityfocus.com/bid/95076', 'https://www.tenable.com/security/tns-2017-04', 'http://www.debian.org/security/2017/dsa-3796', 'https://support.apple.com/HT208221', 'https://access.redhat.com/errata/RHSA-2017:1414', 'https://access.redhat.com/errata/RHSA-2017:1413', 'https://access.redhat.com/errata/RHSA-2017:1161', 'https://access.redhat.com/errata/RHSA-2017:0906', 'http://rhn.redhat.com/errata/RHSA-2017-1415.html', 'https://security.netapp.com/advisory/ntap-20180423-0001/', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r04e89e873d54116a0635ef2f7061c15acc5ed27ef7500997beb65d6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re1e3a24664d35bcd0a0e793e0b5fc6ca6c107f99a1b2c545c5d4b467@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2018-1303,5.0,"A specially crafted HTTP request header could have crashed the Apache HTTP Server prior to version 2.4.30 due to an out of bound read while preparing data to be cached in shared memory. It could be used as a Denial of Service attack against users of mod_cache_socache. The vulnerability is considered as low risk since mod_cache_socache is not widely used, mod_cache_disk is not concerned by this vulnerability.","['https://httpd.apache.org/security/vulnerabilities_24.html', 'http://www.openwall.com/lists/oss-security/2018/03/24/3', 'http://www.securitytracker.com/id/1040572', 'http://www.securityfocus.com/bid/103522', 'https://www.debian.org/security/2018/dsa-4164', 'https://usn.ubuntu.com/3627-1/', 'https://usn.ubuntu.com/3627-2/', 'https://security.netapp.com/advisory/ntap-20180601-0004/', 'https://access.redhat.com/errata/RHSA-2018:3558', 'https://support.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03909en_us', 'https://access.redhat.com/errata/RHSA-2019:0367', 'https://access.redhat.com/errata/RHSA-2019:0366', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://www.tenable.com/security/tns-2019-09', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r06f0d87ebb6d59ed8379633f36f72f5b1f79cadfda72ede0830b42cf@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r15f9aa4427581a1aecb4063f1b4b983511ae1c9935e2a0a6876dad3c@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2018-17189,5.0,"In Apache HTTP server versions 2.4.37 and prior, by sending request bodies in a slow loris way to plain resources, the h2 stream for that request unnecessarily occupied a server thread cleaning up that incoming data. This affects only HTTP/2 (mod_http2) connections.","['https://httpd.apache.org/security/vulnerabilities_24.html', 'https://security.netapp.com/advisory/ntap-20190125-0001/', 'http://www.securityfocus.com/bid/106685', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/U7N3DUEBFVGQWQEME5HTPTTKDHGHBAC6/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IY7SJQOO3PYFVINZW6H5EK4EZ3HSGZNM/', 'https://security.gentoo.org/glsa/201903-21', 'https://seclists.org/bugtraq/2019/Apr/5', 'https://usn.ubuntu.com/3937-1/', 'https://www.debian.org/security/2019/dsa-4422', 'https://www.oracle.com/technetwork/security-advisory/cpuapr2019-5072813.html', 'https://www.oracle.com/technetwork/security-advisory/cpujul2019-5072835.html', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://support.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03950en_us', 'https://access.redhat.com/errata/RHSA-2019:3933', 'https://access.redhat.com/errata/RHSA-2019:3935', 'https://access.redhat.com/errata/RHSA-2019:3932', 'https://access.redhat.com/errata/RHSA-2019:4126', 'https://www.tenable.com/security/tns-2019-09', 'https://www.oracle.com/security-alerts/cpujan2020.html', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rc998b18880df98bafaade071346690c2bc1444adaa1a1ea464b93f0a@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r15f9aa4427581a1aecb4063f1b4b983511ae1c9935e2a0a6876dad3c@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r06f0d87ebb6d59ed8379633f36f72f5b1f79cadfda72ede0830b42cf@%3Ccvs.httpd.apache.org%3E']"
cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,CVE-2018-17199,5.0,"In Apache HTTP Server 2.4 release 2.4.37 and prior, mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.","['https://httpd.apache.org/security/vulnerabilities_24.html', 'https://security.netapp.com/advisory/ntap-20190125-0001/', 'https://lists.debian.org/debian-lts-announce/2019/01/msg00024.html', 'http://www.securityfocus.com/bid/106742', 'https://security.gentoo.org/glsa/201903-21', 'https://seclists.org/bugtraq/2019/Apr/5', 'https://usn.ubuntu.com/3937-1/', 'https://www.debian.org/security/2019/dsa-4422', 'https://www.oracle.com/technetwork/security-advisory/cpuapr2019-5072813.html', 'https://www.oracle.com/technetwork/security-advisory/cpujul2019-5072835.html', 'https://lists.apache.org/thread.html/56c2e7cc9deb1c12a843d0dc251ea7fd3e7e80293cde02fcd65286ba@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/84a3714f0878781f6ed84473d1a503d2cc382277e100450209231830@%3Ccvs.httpd.apache.org%3E', 'https://support.hpe.com/hpsc/doc/public/display?docLocale=en_US&docId=emr_na-hpesbux03950en_us', 'https://access.redhat.com/errata/RHSA-2019:3933', 'https://access.redhat.com/errata/RHSA-2019:3935', 'https://access.redhat.com/errata/RHSA-2019:3932', 'https://access.redhat.com/errata/RHSA-2019:4126', 'https://www.tenable.com/security/tns-2019-09', 'https://lists.apache.org/thread.html/rd18c3c43602e66f9cdcf09f1de233804975b9572b0456cc582390b6f@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/re3d27b6250aa8548b8845d314bb8a350b3df326cacbbfdfe4d455234@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
